Kode Posisi (Abbreviation),SAP Position ID,Position Title,Deskripsi Panjang Jabatan,Kode SATKER,Org. Unit ID,Org. Unit Title,Kode Posisi Superior,SAP Position ID (Superior),Position Superior Title,Kode SATKER Superior,Org. Unit ID Superior,OU Superior Title,
252314300N,10001097,East Block Pump Operation & Water Supply Group B Sub-Section Head,East Block Pump Operation & Water Supply Group B Sub-Section Head,5231,30000649,East Block Pump Operation & Water Supply Group B Sub-Section,252314000N,10001097,#REF!,5231,30000292,East Block Mine Water Handling Section,
252314300N,10001098,East Block Pump Operation & Water Supply Group C Sub-Section Head,East Block Pump Operation & Water Supply Group C Sub-Section Head,5231,30000650,East Block Pump Operation & Water Supply Group C Sub-Section,252314000N,10001098,#REF!,5231,30000292,East Block Mine Water Handling Section,
252314300N,10003574,East Block Pump Operation & Water Supply Group D Sub-Section Head,East Block Pump Operation & Water Supply Group D Sub-Section Head,5231,30000651,East Block Pump Operation & Water Supply Group D Sub-Section,252314000N,10003574,#REF!,5231,30000292,East Block Mine Water Handling Section,
252314310N,10002837,Senior Drain & Pump Technician,Senior Drain & Pump Technician,5231,30000648,East Block Pump Operation & Water Supply Group A Sub-Section,252314300N,10002837,#REF!,5231,30000648,East Block Pump Operation & Water Supply Group A Sub-Section,
252314320N,10002838,Drain & Pump Technician,Drain & Pump Technician,5231,30000648,East Block Pump Operation & Water Supply Group A Sub-Section,252314300N,10002838,#REF!,5231,30000648,East Block Pump Operation & Water Supply Group A Sub-Section,
252314330N,10002839,Drain & Pump Technician Entry,Drain & Pump Technician Entry,5231,30000648,East Block Pump Operation & Water Supply Group A Sub-Section,252314300N,10002839,#REF!,5231,30000648,East Block Pump Operation & Water Supply Group A Sub-Section,
252320000N,10000114,Forestry Management & Watershed Rehabilitation Department Head,Forestry Management & Watershed Rehabilitation Department Head,5232,30000127,Forestry Management & Watershed Rehabilitation Department,252300000N,10000114,#REF!,5230,30000035,Environmental Management & Mining Support Sub-Division,
252321000N,10000489,Forest Protection Section Head,Forest Protection Section Head,5232,30000297,Forest Protection Section,252320000N,10000489,#REF!,5232,30000127,Forestry Management & Watershed Rehabilitation Department,
252321100N,10001099,Forest & Land Fire Control Sub-Section Head,Forest & Land Fire Control Sub-Section Head,5232,30000652,Forest & Land Fire Control Sub-Section,252321000N,10001099,#REF!,5232,30000297,Forest Protection Section,
252321110N,10002840,Forestry Engineer,Forestry Engineer,5232,30000652,Forest & Land Fire Control Sub-Section,252321100N,10002840,#REF!,5232,30000652,Forest & Land Fire Control Sub-Section,
252321120N,10002841,Senior Forestry Technician,Senior Forestry Technician,5232,30000652,Forest & Land Fire Control Sub-Section,252321100N,10002841,#REF!,5232,30000652,Forest & Land Fire Control Sub-Section,
252321130N,10002842,Forest Fire Control Technician,Forest Fire Control Technician,5232,30000652,Forest & Land Fire Control Sub-Section,252321100N,10002842,#REF!,5232,30000652,Forest & Land Fire Control Sub-Section,
252322000N,10000491,Forest Products Management Section Head,Forest Products Management Section Head,5232,30000296,Forest Products Management Section,252320000N,10000491,#REF!,5232,30000127,Forestry Management & Watershed Rehabilitation Department,
252322100N,10002843,Forestry Engineer,Forestry Engineer,5232,30000296,Forest Products Management Section,252322000N,10002843,#REF!,5232,30000296,Forest Products Management Section,
252322200N,10002844,Senior Forestry Technician,Senior Forestry Technician,5232,30000296,Forest Products Management Section,252322000N,10002844,#REF!,5232,30000296,Forest Products Management Section,
252322300N,10002845,Forestry Technician,Forestry Technician,5232,30000296,Forest Products Management Section,252322000N,10002845,#REF!,5232,30000296,Forest Products Management Section,
252323000N,10000492,Watershed Rehabilitation Section Head,Watershed Rehabilitation Section Head,5232,30000300,Watershed Rehabilitation Section,252320000N,10000492,#REF!,5232,30000127,Forestry Management & Watershed Rehabilitation Department,
252323100N,10002846,Watershed Rehabilitation Engineer,Watershed Rehabilitation Engineer,5232,30000300,Watershed Rehabilitation Section,252323000N,10002846,#REF!,5232,30000300,Watershed Rehabilitation Section,
252323200N,10002847,Senior Watershed Rehabilitation Technician,Senior Watershed Rehabilitation Technician,5232,30000300,Watershed Rehabilitation Section,252323000N,10002847,#REF!,5232,30000300,Watershed Rehabilitation Section,
252324000N,10000493,Revegetation Section Head,Revegetation Section Head,5232,30000298,Revegetation Section,252320000N,10000493,#REF!,5232,30000127,Forestry Management & Watershed Rehabilitation Department,
252324100N,10001100,Nursery Sub-Section Head,Nursery Sub-Section Head,5232,30000653,Nursery Sub-Section,252324000N,10001100,#REF!,5232,30000298,Revegetation Section,
252324110N,10002848,Senior Revegetation Technician,Senior Revegetation Technician,5232,30000653,Nursery Sub-Section,252324100N,10002848,#REF!,5232,30000653,Nursery Sub-Section,
252324120N,10002849,Revegetation Technician,Revegetation Technician,5232,30000653,Nursery Sub-Section,252324100N,10002849,#REF!,5232,30000653,Nursery Sub-Section,
252324130N,10002850,Revegetation Technician Entry,Revegetation Technician Entry,5232,30000653,Nursery Sub-Section,252324100N,10002850,#REF!,5232,30000653,Nursery Sub-Section,
252324200N,10001101,West Block Revegetation Sub-Section Head,West Block Revegetation Sub-Section Head,5232,30000654,West Block Revegetation Sub-Section,252324000N,10001101,#REF!,5232,30000298,Revegetation Section,
252324210N,10002851,Senior Revegetation Technician,Senior Revegetation Technician,5232,30000654,West Block Revegetation Sub-Section,252324200N,10002851,#REF!,5232,30000654,West Block Revegetation Sub-Section,
252324220N,10002852,Revegetation Technician,Revegetation Technician,5232,30000654,West Block Revegetation Sub-Section,252324200N,10002852,#REF!,5232,30000654,West Block Revegetation Sub-Section,
252324300N,10001102,East Block Revegetation Sub-Section Head,East Block Revegetation Sub-Section Head,5232,30000655,East Block Revegetation Sub-Section,252324000N,10001102,#REF!,5232,30000298,Revegetation Section,
252324310N,10002853,Senior Revegetation Technician,Senior Revegetation Technician,5232,30000655,East Block Revegetation Sub-Section,252324300N,10002853,#REF!,5232,30000655,East Block Revegetation Sub-Section,
252324320N,10002854,Revegetation Technician,Revegetation Technician,5232,30000655,East Block Revegetation Sub-Section,252324300N,10002854,#REF!,5232,30000655,East Block Revegetation Sub-Section,
252325000N,10000497,Vegetation Management Section Head,Vegetation Management Section Head,5232,30000299,Vegetation Management Section,252320000N,10000497,#REF!,5232,30000127,Forestry Management & Watershed Rehabilitation Department,
252325100N,10001103,West Block Vegetation Management Sub-Section Head,West Block Vegetation Management Sub-Section Head,5232,30000656,West Block Vegetation Management Sub-Section,252325000N,10001103,#REF!,5232,30000299,Vegetation Management Section,
252325110N,10002855,Senior Revegetation Technician,Senior Revegetation Technician,5232,30000656,West Block Vegetation Management Sub-Section,252325100N,10002855,#REF!,5232,30000656,West Block Vegetation Management Sub-Section,
252325120N,10002856,Revegetation Technician,Revegetation Technician,5232,30000656,West Block Vegetation Management Sub-Section,252325100N,10002856,#REF!,5232,30000656,West Block Vegetation Management Sub-Section,
252325200N,10001104,East Block Vegetation Management Sub-Section Head,East Block Vegetation Management Sub-Section Head,5232,30000657,East Block Vegetation Management Sub-Section,252325000N,10001104,#REF!,5232,30000299,Vegetation Management Section,
252325210N,10002857,Senior Revegetation Technician,Senior Revegetation Technician,5232,30000657,East Block Vegetation Management Sub-Section,252325200N,10002857,#REF!,5232,30000657,East Block Vegetation Management Sub-Section,
252325220N,10002858,Revegetation Technician,Revegetation Technician,5232,30000657,East Block Vegetation Management Sub-Section,252325200N,10002858,#REF!,5232,30000657,East Block Vegetation Management Sub-Section,
252330000N,10000115,Mining Support Department Head,Mining Support Department Head,5233,30000128,Mining Support Department,252300000N,10000115,#REF!,5230,30000035,Environmental Management & Mining Support Sub-Division,
252330100N,10002859,Senior Civil Engineer,Senior Civil Engineer,5233,30000128,Mining Support Department,252330000N,10002859,#REF!,5233,30000128,Mining Support Department,
252331000N,10000500,Quarry Mining Section Head,Quarry Mining Section Head,5233,30000303,Quarry Mining Section,252330000N,10000500,#REF!,5233,30000128,Mining Support Department,
252331100N,10001105,Quarry Mining & Crushing Operations Group A  Sub-Section Head,Quarry Mining & Crushing Operations Group A  Sub-Section Head,5233,30000658,Quarry Mining & Crushing Operations Group A Sub-Section,252331000N,10001105,#REF!,5233,30000303,Quarry Mining Section,
252331100N,10001106,Quarry Mining & Crushing Operations Group B  Sub-Section Head,Quarry Mining & Crushing Operations Group B  Sub-Section Head,5233,30000659,Quarry Mining & Crushing Operations Group B Sub-Section,252331000N,10001106,#REF!,5233,30000303,Quarry Mining Section,
252331100N,10003575,Quarry Mining & Crushing Operations Group C  Sub-Section Head,Quarry Mining & Crushing Operations Group C  Sub-Section Head,5233,30000660,Quarry Mining & Crushing Operations Group C Sub-Section,252331000N,10003575,#REF!,5233,30000303,Quarry Mining Section,
252331110N,10001750,Mining Operation Supervision Specialist,Mining Operation Supervision Specialist,5233,30000658,Quarry Mining & Crushing Operations Group A Sub-Section,252331100N,10001750,#REF!,5233,30000658,Quarry Mining & Crushing Operations Group A Sub-Section,
252331120N,10002860,Senior Mining Operation Supervision Technician,Senior Mining Operation Supervision Technician,5233,30000658,Quarry Mining & Crushing Operations Group A Sub-Section,252331100N,10002860,#REF!,5233,30000658,Quarry Mining & Crushing Operations Group A Sub-Section,
252332000N,10000503,Drilling & Blasting Section Head,Drilling & Blasting Section Head,5233,30000301,Drilling & Blasting Section,252330000N,10000503,#REF!,5233,30000128,Mining Support Department,
252332100N,10001107,TAL & MTB Drilling Sub-Section Head,TAL & MTB Drilling Sub-Section Head,5233,30000661,TAL & MTB Drilling Sub-Section,252332000N,10001107,#REF!,5233,30000301,Drilling & Blasting Section,
252332110N,10001751,Production Support Equipment Operation Specialist,Production Support Equipment Operation Specialist,5233,30000661,TAL & MTB Drilling Sub-Section,252332100N,10001751,#REF!,5233,30000661,TAL & MTB Drilling Sub-Section,
252332120N,10002861,Senior Production Support Equipment Operator,Senior Production Support Equipment Operator,5233,30000661,TAL & MTB Drilling Sub-Section,252332100N,10002861,#REF!,5233,30000661,TAL & MTB Drilling Sub-Section,
252332200N,10001108,Banko Drilling Sub-Section Head,Banko Drilling Sub-Section Head,5233,30000662,Banko Drilling Sub-Section,252332000N,10001108,#REF!,5233,30000301,Drilling & Blasting Section,
252332210N,10001752,Production Support Equipment Operation Specialist,Production Support Equipment Operation Specialist,5233,30000662,Banko Drilling Sub-Section,252332200N,10001752,#REF!,5233,30000662,Banko Drilling Sub-Section,
252332220N,10002862,Senior Production Support Equipment Operator,Senior Production Support Equipment Operator,5233,30000662,Banko Drilling Sub-Section,252332200N,10002862,#REF!,5233,30000662,Banko Drilling Sub-Section,
252332300N,10001109,TAL & MTB Blasting Sub-Section Head,TAL & MTB Blasting Sub-Section Head,5233,30000663,TAL & MTB Blasting Sub-Section,252332000N,10001109,#REF!,5233,30000301,Drilling & Blasting Section,
252332310N,10002863,Blasting Engineer,Blasting Engineer,5233,30000663,TAL & MTB Blasting Sub-Section,252332300N,10002863,#REF!,5233,30000663,TAL & MTB Blasting Sub-Section,
252332320N,10002864,Senior Blasting Technician,Senior Blasting Technician,5233,30000663,TAL & MTB Blasting Sub-Section,252332300N,10002864,#REF!,5233,30000663,TAL & MTB Blasting Sub-Section,
252332330N,10002865,Blasting Technician,Blasting Technician,5233,30000663,TAL & MTB Blasting Sub-Section,252332300N,10002865,#REF!,5233,30000663,TAL & MTB Blasting Sub-Section,
252332330N,10002866,Blasting Technician,Blasting Technician,5233,30000663,TAL & MTB Blasting Sub-Section,252332300N,10002866,#REF!,5233,30000663,TAL & MTB Blasting Sub-Section,
252332340N,10002867,Blasting Technician Entry,Blasting Technician Entry,5233,30000663,TAL & MTB Blasting Sub-Section,252332300N,10002867,#REF!,5233,30000663,TAL & MTB Blasting Sub-Section,
252332400N,10001110,Banko 1 Blasting Sub-Section Head,Banko 1 Blasting Sub-Section Head,5233,30000664,Banko 1 Blasting Sub-Section,252332000N,10001110,#REF!,5233,30000301,Drilling & Blasting Section,
252332410N,10002868,Blasting Engineer,Blasting Engineer,5233,30000664,Banko 1 Blasting Sub-Section,252332400N,10002868,#REF!,5233,30000664,Banko 1 Blasting Sub-Section,
